filename,model_name,assistant_turns,tool_calls,sounding_requests,prediction_days
agent_interaction_openai_gpt-4.1_20250330.log,openai_gpt-4.1,24,33,0,36
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250404.log,anthropic_claude-3.7-sonnet:thinking,22,22,4,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250322.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,26,0,38
agent_interaction_openai_o3_20250401.log,openai_o3,10,10,0,40
agent_interaction_openai_gpt-4.1_20250318.log,openai_gpt-4.1,9,15,0,36
agent_interaction_openai_o4-mini-high_20250314.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250404.log,google_gemini-2.5-pro-preview-03-25,10,27,3,32
agent_interaction_openai_o4-mini-high_20250328.log,openai_o4-mini-high,6,6,0,36
agent_interaction_deepseek_deepseek-r1_20250316.log,deepseek_deepseek-r1,30,28,5,14
agent_interaction_deepseek_deepseek-r1_20250302.log,deepseek_deepseek-r1,24,18,5,14
agent_interaction_deepseek_deepseek-r1_20250314.log,deepseek_deepseek-r1,23,22,6,14
agent_interaction_deepseek_deepseek-r1_20250328.log,deepseek_deepseek-r1,20,25,8,14
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250406.log,google_gemini-2.5-pro-preview-03-25,5,19,1,32
agent_interaction_openai_o4-mini-high_20250302.log,openai_o4-mini-high,7,7,1,36
agent_interaction_openai_o4-mini-high_20250316.log,openai_o4-mini-high,9,9,1,36
agent_interaction_openai_o3_20250403.log,openai_o3,16,16,2,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250320.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,17,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250406.log,anthropic_claude-3.7-sonnet:thinking,30,30,11,39
agent_interaction_openai_gpt-4.1_20250326.log,openai_gpt-4.1,11,19,2,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250308.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,21,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250306.log,openai_gpt-4.1_soundings_0,6,17,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250402.log,google_gemini-2.5-flash-preview:thinking,5,93,50,16
agent_interaction_openai_gpt-4.1_soundings_0_20250312.log,openai_gpt-4.1_soundings_0,5,20,0,38
agent_interaction_openai_o3_soundings_0_20250402.log,openai_o3_soundings_0,9,9,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250313.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250307.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_deepseek_deepseek-r1_soundings_0_20250406.log,deepseek_deepseek-r1_soundings_0,7,11,0,14
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250314.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250323.log,google_gemini-2.5-flash-preview:thinking_soundings_0,4,17,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250328.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250404.log,anthropic_claude-3.7-sonnet_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250327.log,anthropic_claude-3.7-sonnet,21,21,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250326.log,anthropic_claude-3.7-sonnet,25,25,5,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250405.log,anthropic_claude-3.7-sonnet_soundings_0,19,19,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250322.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,23,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250329.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,19,19,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250301.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250315.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,19,19,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250407.log,deepseek_deepseek-r1_soundings_0,47,1,0,14
agent_interaction_openai_o4-mini-high_soundings_0_20250306.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_openai_o3_soundings_0_20250403.log,openai_o3_soundings_0,5,5,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250312.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250313.log,openai_gpt-4.1_soundings_0,10,20,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250403.log,google_gemini-2.5-flash-preview:thinking,3,37,0,16
agent_interaction_openai_gpt-4.1_soundings_0_20250307.log,openai_gpt-4.1_soundings_0,4,25,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250309.log,google_gemini-2.5-pro-preview-03-25_soundings_0,11,29,0,38
agent_interaction_openai_gpt-4.1_20250327.log,openai_gpt-4.1,5,17,3,36
agent_interaction_openai_o3_20250402.log,openai_o3,13,13,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250407.log,anthropic_claude-3.7-sonnet:thinking,25,25,7,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250321.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,10,0,38
agent_interaction_openai_o4-mini-high_20250317.log,openai_o4-mini-high,11,11,0,36
agent_interaction_openai_o4-mini-high_20250303.log,openai_o4-mini-high,7,7,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250407.log,google_gemini-2.5-pro-preview-03-25,1,0,0,32
agent_interaction_deepseek_deepseek-r1_20250329.log,deepseek_deepseek-r1,30,26,6,14
agent_interaction_deepseek_deepseek-r1_20250301.log,deepseek_deepseek-r1,29,24,7,14
agent_interaction_deepseek_deepseek-r1_20250315.log,deepseek_deepseek-r1,29,29,4,14
agent_interaction_openai_o4-mini-high_20250402.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250306.log,google_gemini-2.5-pro-preview-03-25,5,18,2,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250312.log,google_gemini-2.5-pro-preview-03-25,7,21,2,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250408.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,17,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250306.log,anthropic_claude-3.7-sonnet:thinking,21,21,2,39
agent_interaction_openai_o3_20250303.log,openai_o3,16,16,3,40
agent_interaction_openai_o3_20250317.log,openai_o3,12,12,1,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250312.log,anthropic_claude-3.7-sonnet:thinking,19,19,3,39
agent_interaction_openai_o3_soundings_0_20250302.log,openai_o3_soundings_0,15,15,0,40
agent_interaction_openai_o3_soundings_0_20250316.log,openai_o3_soundings_0,8,8,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250407.log,openai_o4-mini-high_soundings_0,8,8,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250406.log,openai_gpt-4.1_soundings_0,7,21,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250302.log,google_gemini-2.5-flash-preview:thinking,23,44,2,16
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250316.log,google_gemini-2.5-flash-preview:thinking,4,28,6,16
agent_interaction_deepseek_deepseek-r1_soundings_0_20250312.log,deepseek_deepseek-r1_soundings_0,5,0,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250306.log,deepseek_deepseek-r1_soundings_0,2,1,0,14
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250304.log,anthropic_claude-3.7-sonnet_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250310.log,anthropic_claude-3.7-sonnet_soundings_0,23,23,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250311.log,anthropic_claude-3.7-sonnet_soundings_0,14,14,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250305.log,anthropic_claude-3.7-sonnet_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250401.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250307.log,deepseek_deepseek-r1_soundings_0,11,1,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250313.log,deepseek_deepseek-r1_soundings_0,4,12,0,14
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250317.log,google_gemini-2.5-flash-preview:thinking,5,15,1,16
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250303.log,google_gemini-2.5-flash-preview:thinking,4,35,6,16
agent_interaction_openai_gpt-4.1_soundings_0_20250407.log,openai_gpt-4.1_soundings_0,4,22,0,38
agent_interaction_openai_o3_soundings_0_20250317.log,openai_o3_soundings_0,11,11,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250406.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_o3_soundings_0_20250303.log,openai_o3_soundings_0,10,10,0,40
agent_interaction_openai_o3_20250316.log,openai_o3,6,6,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250313.log,anthropic_claude-3.7-sonnet:thinking,21,21,4,39
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250307.log,anthropic_claude-3.7-sonnet:thinking,19,19,6,39
agent_interaction_openai_o3_20250302.log,openai_o3,9,9,0,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250409.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,15,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250313.log,google_gemini-2.5-pro-preview-03-25,6,36,5,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250307.log,google_gemini-2.5-pro-preview-03-25,6,33,4,32
agent_interaction_openai_o4-mini-high_20250403.log,openai_o4-mini-high,9,9,1,36
agent_interaction_deepseek_deepseek-r1_20250401.log,deepseek_deepseek-r1,21,20,4,14
agent_interaction_deepseek_deepseek-r1_20250403.log,deepseek_deepseek-r1,19,17,5,14
agent_interaction_openai_o4-mini-high_20250401.log,openai_o4-mini-high,4,4,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250311.log,google_gemini-2.5-pro-preview-03-25,4,12,0,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250305.log,google_gemini-2.5-pro-preview-03-25,6,22,3,32
agent_interaction_openai_o3_20250328.log,openai_o3,19,19,2,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250311.log,anthropic_claude-3.7-sonnet:thinking,20,20,3,39
agent_interaction_openai_o3_20250314.log,openai_o3,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250305.log,anthropic_claude-3.7-sonnet:thinking,24,24,3,39
agent_interaction_openai_o4-mini-high_soundings_0_20250404.log,openai_o4-mini-high_soundings_0,6,6,0,38
agent_interaction_openai_o3_soundings_0_20250315.log,openai_o3_soundings_0,7,7,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250329.log,google_gemini-2.5-flash-preview:thinking,4,29,0,16
agent_interaction_openai_o3_soundings_0_20250301.log,openai_o3_soundings_0,7,7,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250315.log,google_gemini-2.5-flash-preview:thinking,15,42,0,16
agent_interaction_openai_o3_soundings_0_20250329.log,openai_o3_soundings_0,10,10,0,40
agent_interaction_openai_gpt-4.1_soundings_0_20250405.log,openai_gpt-4.1_soundings_0,11,19,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250301.log,google_gemini-2.5-flash-preview:thinking,5,22,0,16
agent_interaction_deepseek_deepseek-r1_soundings_0_20250305.log,deepseek_deepseek-r1_soundings_0,3,1,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250311.log,deepseek_deepseek-r1_soundings_0,5,0,0,14
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250403.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,17,17,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250408.log,google_gemini-2.5-flash-preview:thinking_soundings_0,4,22,0,20
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250313.log,anthropic_claude-3.7-sonnet_soundings_0,19,19,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250307.log,anthropic_claude-3.7-sonnet_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250306.log,anthropic_claude-3.7-sonnet_soundings_0,16,16,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250312.log,anthropic_claude-3.7-sonnet_soundings_0,21,21,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250402.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,18,18,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250409.log,google_gemini-2.5-flash-preview:thinking_soundings_0,12,23,0,20
agent_interaction_deepseek_deepseek-r1_soundings_0_20250310.log,deepseek_deepseek-r1_soundings_0,4,9,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250304.log,deepseek_deepseek-r1_soundings_0,4,0,0,14
agent_interaction_openai_gpt-4.1_soundings_0_20250404.log,openai_gpt-4.1_soundings_0,17,15,0,38
agent_interaction_openai_o3_soundings_0_20250328.log,openai_o3_soundings_0,8,8,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250314.log,google_gemini-2.5-flash-preview:thinking,7,33,3,16
agent_interaction_openai_o4-mini-high_soundings_0_20250405.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250328.log,google_gemini-2.5-flash-preview:thinking,4,42,0,16
agent_interaction_openai_o3_soundings_0_20250314.log,openai_o3_soundings_0,11,11,0,40
agent_interaction_openai_o3_20250301.log,openai_o3,17,17,5,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250304.log,anthropic_claude-3.7-sonnet:thinking,20,20,3,39
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250310.log,anthropic_claude-3.7-sonnet:thinking,22,22,6,39
agent_interaction_openai_o3_20250315.log,openai_o3,8,8,0,40
agent_interaction_openai_o3_20250329.log,openai_o3,17,17,0,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250304.log,google_gemini-2.5-pro-preview-03-25,5,19,4,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250310.log,google_gemini-2.5-pro-preview-03-25,7,19,2,32
agent_interaction_deepseek_deepseek-r1_20250402.log,deepseek_deepseek-r1,34,25,5,14
agent_interaction_deepseek_deepseek-r1_20250406.log,deepseek_deepseek-r1,31,22,7,14
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250314.log,google_gemini-2.5-pro-preview-03-25,6,25,3,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250328.log,google_gemini-2.5-pro-preview-03-25,1,0,0,32
agent_interaction_openai_o4-mini-high_20250404.log,openai_o4-mini-high,2,2,0,36
agent_interaction_openai_o3_20250311.log,openai_o3,12,12,0,40
agent_interaction_openai_gpt-4.1_20250408.log,openai_gpt-4.1,6,17,2,36
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250314.log,anthropic_claude-3.7-sonnet:thinking,20,20,5,39
agent_interaction_openai_o3_20250305.log,openai_o3,15,15,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250328.log,anthropic_claude-3.7-sonnet:thinking,24,24,9,39
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250310.log,google_gemini-2.5-flash-preview:thinking,7,31,0,16
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250304.log,google_gemini-2.5-flash-preview:thinking,4,31,0,16
agent_interaction_openai_o3_soundings_0_20250310.log,openai_o3_soundings_0,6,6,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250401.log,openai_o4-mini-high_soundings_0,6,6,0,38
agent_interaction_openai_o3_soundings_0_20250304.log,openai_o3_soundings_0,2,2,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250314.log,deepseek_deepseek-r1_soundings_0,4,1,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250328.log,deepseek_deepseek-r1_soundings_0,7,6,0,14
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250406.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250316.log,anthropic_claude-3.7-sonnet_soundings_0,20,20,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250302.log,anthropic_claude-3.7-sonnet_soundings_0,16,16,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250409.log,anthropic_claude-3.7-sonnet,22,22,4,40
agent_interaction_anthropic_claude-3.7-sonnet_20250408.log,anthropic_claude-3.7-sonnet,21,21,4,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250303.log,anthropic_claude-3.7-sonnet_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250317.log,anthropic_claude-3.7-sonnet_soundings_0,24,24,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250407.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250329.log,deepseek_deepseek-r1_soundings_0,10,2,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250315.log,deepseek_deepseek-r1_soundings_0,13,12,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250301.log,deepseek_deepseek-r1_soundings_0,15,1,0,14
agent_interaction_openai_o3_soundings_0_20250305.log,openai_o3_soundings_0,8,8,0,40
agent_interaction_openai_o3_soundings_0_20250311.log,openai_o3_soundings_0,15,15,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250305.log,google_gemini-2.5-flash-preview:thinking,15,27,0,16
agent_interaction_openai_gpt-4.1_soundings_0_20250401.log,openai_gpt-4.1_soundings_0,5,19,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250311.log,google_gemini-2.5-flash-preview:thinking,5,56,4,16
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250329.log,anthropic_claude-3.7-sonnet:thinking,24,24,10,39
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250301.log,anthropic_claude-3.7-sonnet:thinking,19,19,1,39
agent_interaction_openai_o3_20250304.log,openai_o3,13,13,1,40
agent_interaction_openai_gpt-4.1_20250409.log,openai_gpt-4.1,12,23,5,36
agent_interaction_openai_o3_20250310.log,openai_o3,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250315.log,anthropic_claude-3.7-sonnet:thinking,26,26,6,39
agent_interaction_openai_o4-mini-high_20250405.log,openai_o4-mini-high,7,7,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250329.log,google_gemini-2.5-pro-preview-03-25,9,21,3,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250301.log,google_gemini-2.5-pro-preview-03-25,1,0,0,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250315.log,google_gemini-2.5-pro-preview-03-25,6,24,4,32
agent_interaction_deepseek_deepseek-r1_20250407.log,deepseek_deepseek-r1,30,26,7,14
agent_interaction_deepseek_deepseek-r1_20250405.log,deepseek_deepseek-r1,30,26,7,14
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250303.log,google_gemini-2.5-pro-preview-03-25,6,24,4,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250317.log,google_gemini-2.5-pro-preview-03-25,1,0,0,32
agent_interaction_openai_o4-mini-high_20250407.log,openai_o4-mini-high,10,10,0,36
agent_interaction_openai_o3_20250306.log,openai_o3,11,11,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250303.log,anthropic_claude-3.7-sonnet:thinking,22,22,3,39
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250317.log,anthropic_claude-3.7-sonnet:thinking,16,16,4,39
agent_interaction_openai_o3_20250312.log,openai_o3,14,14,0,40
agent_interaction_openai_gpt-4.1_soundings_0_20250403.log,openai_gpt-4.1_soundings_0,9,29,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250307.log,google_gemini-2.5-flash-preview:thinking,11,29,2,16
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250313.log,google_gemini-2.5-flash-preview:thinking,5,42,0,16
agent_interaction_openai_o3_soundings_0_20250307.log,openai_o3_soundings_0,2,2,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250402.log,openai_o4-mini-high_soundings_0,9,8,0,38
agent_interaction_openai_o3_soundings_0_20250313.log,openai_o3_soundings_0,5,5,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250317.log,deepseek_deepseek-r1_soundings_0,7,8,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250303.log,deepseek_deepseek-r1_soundings_0,6,0,0,14
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250405.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,14,14,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250329.log,anthropic_claude-3.7-sonnet_soundings_0,20,20,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250301.log,anthropic_claude-3.7-sonnet_soundings_0,20,20,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250315.log,anthropic_claude-3.7-sonnet_soundings_0,14,14,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250314.log,anthropic_claude-3.7-sonnet_soundings_0,22,22,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250328.log,anthropic_claude-3.7-sonnet_soundings_0,21,21,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250404.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,14,14,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250302.log,deepseek_deepseek-r1_soundings_0,5,8,0,14
agent_interaction_deepseek_deepseek-r1_soundings_0_20250316.log,deepseek_deepseek-r1_soundings_0,4,1,0,14
agent_interaction_openai_o4-mini-high_soundings_0_20250403.log,openai_o4-mini-high_soundings_0,6,6,0,38
agent_interaction_openai_o3_soundings_0_20250312.log,openai_o3_soundings_0,14,14,0,40
agent_interaction_openai_o3_soundings_0_20250306.log,openai_o3_soundings_0,11,11,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250312.log,google_gemini-2.5-flash-preview:thinking,6,25,1,16
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250306.log,google_gemini-2.5-flash-preview:thinking,3,37,0,16
agent_interaction_openai_gpt-4.1_soundings_0_20250402.log,openai_gpt-4.1_soundings_0,5,20,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250316.log,anthropic_claude-3.7-sonnet:thinking,18,18,4,39
agent_interaction_openai_o3_20250313.log,openai_o3,5,5,0,40
agent_interaction_openai_o3_20250307.log,openai_o3,11,11,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250302.log,anthropic_claude-3.7-sonnet:thinking,16,16,3,39
agent_interaction_openai_o4-mini-high_20250406.log,openai_o4-mini-high,6,6,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250316.log,google_gemini-2.5-pro-preview-03-25,5,21,2,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250302.log,google_gemini-2.5-pro-preview-03-25,5,15,1,32
agent_interaction_deepseek_deepseek-r1_20250404.log,deepseek_deepseek-r1,24,19,5,14
